video_id,title,channel_title,channel_id,published_at,duration,view_count,like_count,comment_count,month,is_short,ideology_group,populism_group,subscribers,views_per_subscriber,has_keyword,log_views_per_subscriber
hnAxNlDFiAQ,#israel - Das Regime steigert sich immer mehr in seiner Verkommenheit,Digitaler Chronist,UCAe4VvNMKFlFnqT2fe9-0HA,2023-10-11 09:22:00,0 days 00:13:55,39678.0,6164.0,713.0,2023-10,False,right,high,118000.0,0.3362542372881356,True,0.28987035438156494
lXtPgZ7MXiA,Hamas greift #Israel an Betroffenheitsheuchelei während der Angriff von manchen offen gefeiert wird,Digitaler Chronist,UCAe4VvNMKFlFnqT2fe9-0HA,2023-10-08 09:22:54,0 days 00:15:39,32329.0,4849.0,576.0,2023-10,False,right,high,118000.0,0.27397457627118643,True,0.2421416011197575
UL6dOto-yQM,Ricarda Lang über den Nahen Osten - köstliche Satire. Zum Totlachen.😂,Boris Reitschuster,UCkSEq4JuI5VxqWIrRY2-pew,2023-10-11 16:31:57,0 days 00:01:19,150115.0,6915.0,1547.0,2023-10,False,right,high,374000.0,0.4013770053475936,True,0.3374553284763026
b5TqiSa8kqo,Alarm: Auswirkungen des Israel Krieges auf Europa (Deutschland massiv betroffen!),Investinbest,UC55YgoWqUE8IU0XZ5wBCUow,2023-10-09 09:08:01,0 days 00:36:45,37721.0,3275.0,168.0,2023-10,False,right,high,88600.0,0.42574492099322797,True,0.3546944287078034
ZKwVpLFwd_o,Dirk Müller - Drohender Flächenbrand im Nahen Osten - Gewalt wurde noch nie mit Gewalt beendet!,Cashkurs.com,UCeKWO9gvmAyoPiEuaIwnGHQ,2023-10-10 15:47:52,0 days 00:22:58,86667.0,4578.0,,2023-10,False,right,high,189000.0,0.45855555555555555,True,0.37744660048505096
qWjkIThjTmU,Ägypten VS Israel 2023,Krabbe,UCoI_jVot77iIMIjMVW1-y0Q,2023-09-22 08:00:22,0 days 00:00:59,111360.0,5215.0,106.0,2023-09,True,right,moderate,62500.0,1.78176,True,1.0230838209085626
p4C4WoT9mXw,Israel & Palästina: Die ganze Wahrheit,SchrangTV,UCjSkyrjqPeMwubZU0CnScXA,2023-10-16 13:52:04,0 days 00:16:40,16776.0,1615.0,120.0,2023-10,False,right,high,169000.0,0.09926627218934911,True,0.09464293196157685
8KcQbgJUN8E,BIZARRE GESTE: Deutschland gedenkt NUR den getöteten Hamas-Terroristen in einer Schweigeminute,HABITAT - Lebensraum Deutschland,UCsI9oTkm0H9GnK5K1fmFMug,2023-10-10 13:41:42,0 days 00:09:03,741.0,63.0,15.0,2023-10,False,right,high,80100.0,0.009250936329588014,True,0.009208408498402543
hpYDk-JHugc,Warum hat Isreal die Hamas finaziert?,Paul Brandenburg,UCksi8_CDUF0DbnLrgIoRrRg,2023-10-23 14:00:35,0 days 00:00:53,3667.0,383.0,11.0,2023-10,True,right,high,133000.0,0.027571428571428573,True,0.02719818182990586
x0MAdpRqeV4,#59 – Hörertalk: Nahost in Deutschland – die nächste Spaltung?,Paul Brandenburg,UCksi8_CDUF0DbnLrgIoRrRg,2023-10-17 19:50:58,0 days 01:40:54,39486.0,2874.0,263.0,2023-10,False,right,high,133000.0,0.29688721804511276,True,0.2599669455357668
8OXXoJQ5mzc,#59 - Hörertalk: Nahost in Deutschland - die nächste Spaltung?,Paul Brandenburg,UCksi8_CDUF0DbnLrgIoRrRg,2023-10-16 11:00:23,0 days 00:00:34,9128.0,907.0,30.0,2023-10,True,right,high,133000.0,0.06863157894736842,True,0.06637893180559139
nJN0x78h9ho,Wurde Israel überrascht?,Paul Brandenburg,UCksi8_CDUF0DbnLrgIoRrRg,2023-10-16 10:00:18,0 days 00:00:55,5155.0,445.0,11.0,2023-10,True,right,high,133000.0,0.038759398496240605,True,0.03802711503707332
lWHBFSJCHPQ,Putin über die große Ungerechtigkeit im Nahen Osten,Russische Welt TV,UCYA4px5qSUdfh6UgANFc9lQ,2023-10-12 13:54:07,0 days 00:00:55,12098.0,1763.0,56.0,2023-10,True,right,high,105000.0,0.11521904761904762,True,0.1090508408809936
z-e9hSGdfzE,Lawrow äußerst sich zum Israel-Palästina Konflikt,Russische Welt TV,UCYA4px5qSUdfh6UgANFc9lQ,2023-10-09 15:58:02,0 days 00:07:34,31724.0,3278.0,440.0,2023-10,False,right,high,105000.0,0.3021333333333333,True,0.2640039450972037
YFicfvrdoLA,"Teaser: Preise, Inflation und Messdaten mit Prof. Karl-Friedrich Israel (Ferngespräch 059)",eigentümlich frei,UCxQdpLijLxJTXUgmM03xT0g,2023-11-07 05:00:17,0 days 00:05:08,898.0,113.0,1.0,2023-11,False,right,high,71700.0,0.012524407252440726,True,0.01244662563635045
DgCqdIZB2KQ,DANIELE GANSER: DIE WAHRHEIT über DEN NAHEN OSTEN! #2 [INTERVIEW] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-11-13 12:00:12,0 days 00:57:41,15585.0,695.0,112.0,2023-11,False,right,high,102000.0,0.15279411764705883,True,0.14218866302452413
HAxM9d-H93M,ERNST WOLFF über ESKALATION IM GAZA STREIFEN! [DOKU] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-11-11 12:00:21,0 days 00:38:56,10738.0,555.0,178.0,2023-11,False,right,high,102000.0,0.10527450980392157,True,0.10009372927921514
YCJGEH-trw4,DANIELE GANSER PACKT DIE WAHRHEIT über ISRAEL & PALÄSTINA AUS!! #1 - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-11-06 13:00:34,0 days 01:03:05,25195.0,1028.0,226.0,2023-11,False,right,high,102000.0,0.24700980392156863,True,0.22074852867306344
Cq5RqM3b8Yc,EMOTIONAL ANSAGE ZUM ISRAEL & PALÄSTINA KRIEG! VORTRAG] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-11-02 13:00:16,0 days 00:07:42,5448.0,370.0,86.0,2023-11,False,right,high,102000.0,0.05341176470588235,True,0.052034196322503015
9BOEtolfZ20,DANIELE GANSER über ISRAEL & PALÄSTINA KREG! [PREVIEW] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-10-31 12:00:15,0 days 00:15:12,33023.0,1255.0,201.0,2023-10,False,right,high,102000.0,0.3237549019607843,True,0.28047232101314534
AdW6NlXv-4A,USA & CHINA MISCHEN SICH IN  DEN ISRAEL & PALÄSTINA KONFLIKT EIN! DOKU] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-10-25 13:00:10,0 days 00:16:01,13033.0,799.0,226.0,2023-10,False,right,high,102000.0,0.12777450980392158,True,0.12024623043657012
yd6Rr3U87_w,DEUTSCHE SOLLEN BEREIT SEIN FÜR ISRAEL ZU STERBEN! 😳 [DOKU] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-10-22 13:00:46,0 days 00:25:45,43315.0,2469.0,959.0,2023-10,False,right,high,102000.0,0.42465686274509806,True,0.3539309866504874
kQn58rnFEso,"RABBI PACKT DIE WAHRHEIT über ISRAEL, PALÄSTINA & ZIONISMUS AUS! [INTERVIEW]  - Leon Lovelock",LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-10-20 13:00:43,0 days 00:31:52,18587.0,987.0,317.0,2023-10,False,right,high,102000.0,0.18222549019607842,True,0.16739867083705853
3D8a1YnSyjc,ERNST WOLFF EMOTIONAL über ISRAEL & PALÄSTINA KONFLIKT!! [INTERVIEW] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-10-19 13:00:02,0 days 00:35:04,53079.0,1932.0,585.0,2023-10,False,right,high,102000.0,0.5203823529411765,True,0.4189618512129108
4iMwIvNswR0,DAS SOLLST DU NICHT HÖREN! DIE WAHRHEIT über ISRAEL & PALÄSTINA #2 [DOKU] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-10-17 13:00:03,0 days 00:21:57,20338.0,1029.0,263.0,2023-10,False,right,high,102000.0,0.19939215686274508,True,0.18181489251357047
Wioz_uFWj-I,SKANDAL! SO POSITIONIERT SICH DEUTSCHLAND im ISRAEL & PALÄSTINA KONFLIKT [REACTION] - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-10-15 10:00:32,0 days 00:21:09,15331.0,863.0,393.0,2023-10,False,right,high,102000.0,0.15030392156862746,True,0.1400261870843436
OFW-HhP8cc4,Die WAHRHEIT über ISRAEL & PALÄSTINA.. [MEINE] REACTION - Leon Lovelock,LEON LOVELOCK | UNCUT,UC-Weu4-hPc3K-cVusdyQg4g,2023-10-13 14:00:17,0 days 00:24:02,20749.0,961.0,339.0,2023-10,False,right,high,102000.0,0.20342156862745098,True,0.18516880671766361
cW2Tjpon3o4,Baerbock blockiert Waffenruhe für Gaza!,Kontraste - Der Wirtschaftsblog,UC4UpKVeiRJJd-mCBQuhe_8g,2023-10-24 15:56:33,0 days 00:00:59,292.0,27.0,1.0,2023-10,True,right,high,53300.0,0.005478424015009381,True,0.005463472034167588
UdUN4kvXzT4,1 Million Palästinenser nach Deutschland ? #deutschland #israel  #afd,Kontraste - Der Wirtschaftsblog,UC4UpKVeiRJJd-mCBQuhe_8g,2023-10-20 15:43:24,0 days 00:01:00,425.0,46.0,0.0,2023-10,False,right,high,53300.0,0.00797373358348968,True,0.007942111356775299
PtYyOIIXdEQ,Eine Million Palästinenser nach Deutschland?,Kontraste - Der Wirtschaftsblog,UC4UpKVeiRJJd-mCBQuhe_8g,2023-10-20 15:16:25,0 days 00:06:35,264.0,19.0,9.0,2023-10,False,right,high,53300.0,0.004953095684803002,True,0.0049408694615208915
F2lGHFl2dRw,CDU WILL BUNDESWEHR NACH ISRAEL SENDEN!  #deutschland #baerbock #afd #nahost,Kontraste - Der Wirtschaftsblog,UC4UpKVeiRJJd-mCBQuhe_8g,2023-10-19 14:41:42,0 days 00:00:55,1766.0,84.0,12.0,2023-10,True,right,high,53300.0,0.033133208255159474,True,0.03259613463615416
bU2UaCgvvAM,Eskaliert Israel in den 3. Weltkrieg? #deutschland #habeck #afd #israel,Kontraste - Der Wirtschaftsblog,UC4UpKVeiRJJd-mCBQuhe_8g,2023-10-12 23:04:58,0 days 00:00:59,1704.0,152.0,,2023-10,True,right,high,53300.0,0.03196998123827392,True,0.031469578688899456
lloFZrOKmyA,Wird aus der Israel Krise der Dritte Weltkrieg ?,Kontraste - Der Wirtschaftsblog,UC4UpKVeiRJJd-mCBQuhe_8g,2023-10-12 18:22:54,0 days 00:06:27,167.0,17.0,2.0,2023-10,False,right,high,53300.0,0.003133208255159475,True,0.0031283099870367827
7T5dRxhiC4o,💥 ISRAEL WAR EINGEWEIHT!? 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-11-23 15:00:12,0 days 00:10:49,3424.0,353.0,42.0,2023-11,False,right,high,262000.0,0.013068702290076336,True,0.012984043588822382
_y0EnX-BTNM,💥 AKUTE WENDUNG IN ISRAEL! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-11-12 15:00:21,0 days 00:08:20,5541.0,524.0,36.0,2023-11,False,right,high,262000.0,0.02114885496183206,True,0.02092832185819783
a6GKEYZh2f4,💥 DIE DUNKLE WAHRHEIT ÜBER DEN NAHOSTKONFLIKT! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-11-11 11:15:00,0 days 00:14:42,3280.0,268.0,18.0,2023-11,False,right,high,262000.0,0.012519083969465649,True,0.0124413681858333
tLN8B-aZXlU,💥 ISRAEL RUTSCHT TÖDLICHE WAHRHEIT RAUS! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-11-10 17:15:03,0 days 00:08:28,6172.0,419.0,32.0,2023-11,False,right,high,262000.0,0.023557251908396946,True,0.023284061934737973
IJga0YXhiwY,💥 AMERIKA LÄSST ISRAEL FALLEN! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-11-01 10:30:11,0 days 00:09:54,19530.0,1167.0,117.0,2023-11,False,right,high,262000.0,0.07454198473282443,True,0.07189451007631972
N5mtJY7GJVY,💥 IRAN GREIFT ISRAEL AN?! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-27 14:11:03,0 days 00:09:02,16472.0,784.0,94.0,2023-10,False,right,high,262000.0,0.06287022900763359,True,0.06097301195225714
k4UilzW-lNU,💥 BÄRBOCK KENNT NAHOSTKONFLIKT NICHT?! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-24 11:45:03,0 days 00:11:45,9313.0,617.0,79.0,2023-10,False,right,high,262000.0,0.03554580152671756,True,0.03492863219035988
rjz-z3elBxw,💥 BÄRBOCK ISRAEL ESKALATION! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-23 17:45:02,0 days 00:09:23,6935.0,418.0,61.0,2023-10,False,right,high,262000.0,0.02646946564885496,True,0.026125210954403403
CT0eZ50x7EI,💥 ISRAEL EILMELDUNG! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-23 12:52:41,0 days 00:08:38,42190.0,2292.0,280.0,2023-10,False,right,high,262000.0,0.16103053435114503,True,0.1493080024139669
5VyJ5fFDi4Y,💥 ISRAEL FASSUNGSLOS ÜBER BÄRBOCK! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-23 09:15:00,0 days 00:08:49,49210.0,2414.0,374.0,2023-10,False,right,high,262000.0,0.18782442748091602,True,0.17212342170295672
LVvKpB1HwE8,💥 BÄRBOCK SCHOCKT ISRAEL! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-22 16:00:15,0 days 00:09:18,47023.0,1927.0,238.0,2023-10,False,right,high,262000.0,0.1794770992366412,True,0.16507120402355932
5nMUhRxiBuU,💥 ISRAEL EILMELDUNG! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-19 10:30:01,0 days 00:11:41,7702.0,533.0,35.0,2023-10,False,right,high,262000.0,0.029396946564885496,True,0.028973142004106858
oucFbROAyLo,💥 GAULAND ZERLEGT BÄRBOCKS ISRAEL DEBAKEL! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-15 09:30:24,0 days 00:08:11,35684.0,2977.0,233.0,2023-10,False,right,high,262000.0,0.13619847328244275,True,0.1276880174350428
2wayh5Syl8Y,💥 BÄRBOCK WEINT IN ISRAEL! 💥,Erfolgskanal - Community für Finanzen & Wirtschaft,UCJiRXf1Pb0ZkoPD7qcQIvlg,2023-10-13 15:01:38,0 days 00:09:13,18925.0,1262.0,312.0,2023-10,False,right,high,262000.0,0.07223282442748091,True,0.06974322603286921
7uRodjBy2Uw,𝐁𝐞𝐫𝐧𝐡𝐚𝐫𝐝 𝐙𝐢𝐦𝐧𝐢𝐨𝐤 ▶️ Voraussetzung für Frieden? Hamas vernichten!,AfD im EU-Parlament,UCmzLzI-ROdjxWtBOuJTelug,2023-11-13 06:38:25,0 days 00:01:16,1465.0,366.0,40.0,2023-11,False,right,high,71100.0,0.02060478199718706,True,0.020395375113130977
4C7NVBXdzpY,ALLE Zahlungen an die Palästinenser ENDLICH einstellen,AfD im EU-Parlament,UCmzLzI-ROdjxWtBOuJTelug,2023-11-12 13:17:09,0 days 00:00:17,7140.0,579.0,29.0,2023-11,True,right,high,71100.0,0.10042194092827005,True,0.09569368891736671
CFRINhowPzo,Hamas muss vernichtet werden!,AfD im EU-Parlament,UCmzLzI-ROdjxWtBOuJTelug,2023-11-09 10:58:48,0 days 00:00:14,10088.0,416.0,90.0,2023-11,True,right,high,71100.0,0.14188466947960618,True,0.1326801161861849
3EC_WbmrUN4,𝐁𝐞𝐫𝐧𝐡𝐚𝐫𝐝 𝐙𝐢𝐦𝐧𝐢𝐨𝐤 ▶️ Der Krieg in Israel ist NICHT unser Konflikt!,AfD im EU-Parlament,UCmzLzI-ROdjxWtBOuJTelug,2023-10-27 16:45:00,0 days 00:07:30,2060.0,529.0,48.0,2023-10,False,right,high,71100.0,0.0289732770745429,True,0.028561486713469756
NZ4bSjJe4_U,𝐒𝐲𝐥𝐯𝐢𝐚 𝐋𝐢𝐦𝐦𝐞𝐫 ▶️  Hamas-Terror: Ich schäme mich zutiefst für diese EU!,AfD im EU-Parlament,UCmzLzI-ROdjxWtBOuJTelug,2023-10-21 16:15:01,0 days 00:01:21,4348.0,976.0,79.0,2023-10,False,right,high,71100.0,0.061153305203938114,True,0.059356340432388494
85TQXszChqo,Keine Aufnahme von Gaza-Flüchtlingen,Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-11-22 08:51:23,0 days 00:03:25,4369.0,773.0,39.0,2023-11,False,right,high,186000.0,0.023489247311827957,True,0.023217620262191783
PX-V1vUf47E,"Warum gibt’s diese Hamas-Demonstrationen nicht in Ungarn, in Polen, in der Slowakei, in Tschechien?",Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-11-09 08:16:42,0 days 00:04:37,8666.0,1362.0,68.0,2023-11,False,right,high,186000.0,0.04659139784946237,True,0.045538595783517724
RoOI7UJ9VYA,Hamas Versteher gehören abgeschoben - Gerald Grosz in Fellner Live,Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-11-08 07:31:01,0 days 01:32:04,8161.0,706.0,155.0,2023-11,False,right,high,186000.0,0.04387634408602151,True,0.04294103808331123
-6zPl_YLU5M,Die Hamas-Terroristen sind schlicht feig - Gerald Grosz in Fellner Live,Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-11-01 08:19:42,0 days 01:52:47,8252.0,633.0,101.0,2023-11,False,right,high,186000.0,0.044365591397849465,True,0.04340961149184804
M4QHjN-Sjsk,Die Linken sind die größten Antisemiten. Sie haben dies unter der Israel Kritik nur gut versteckt!,Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-10-26 15:27:13,0 days 00:02:18,6886.0,936.0,61.0,2023-10,False,right,high,186000.0,0.037021505376344084,True,0.03635266710019374
2VhZ0Z83Eho,"Islamisten wie die Hamas, der IS, die Hisbollah haben nur ein Ende verdient: bei den 72 Jungfrauen!",Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-10-26 09:46:05,0 days 00:01:12,5570.0,840.0,90.0,2023-10,False,right,high,186000.0,0.029946236559139784,True,0.029506603363808424
12dMcVgGizg,"Israel hat das Recht auf Selbstverteidigung, aber keinen Persilschein auf Barbarei!",Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-10-25 15:01:24,0 days 00:02:12,7732.0,963.0,66.0,2023-10,False,right,high,186000.0,0.04156989247311828,True,0.04072908697867669
O7Qv7YinEwQ,Israel für einen Kampf gegen Terror - Gerald Grosz in Fellner Live,Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-10-18 05:51:09,0 days 01:32:31,4343.0,364.0,70.0,2023-10,False,right,high,186000.0,0.0233494623655914,True,0.02308103407609615
I-eiJ91jifo,"Wir werden von Idioten regiert, die nicht in der Lage sind, Österreicher aus Israel zu holen!",Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-10-11 16:38:25,0 days 00:02:07,12674.0,1800.0,162.0,2023-10,False,right,high,186000.0,0.06813978494623656,True,0.06591861675445781
qogJjZaAf3Y,"Ausgerechnet jene solidarisieren sich mit Israel, die Israels größte Feinde nach Europa importieren!",Gerald Grosz,UCLdvZfZPIJtRzN_C5vO-IzA,2023-10-07 08:56:36,0 days 00:02:31,30874.0,4448.0,386.0,2023-10,False,right,high,186000.0,0.16598924731182796,True,0.15356986602628328
