video_id,title,channel_title,channel_id,published_at,duration,view_count,like_count,comment_count,month,is_short,ideology_group,populism_group,subscribers,views_per_subscriber,has_keyword,log_views_per_subscriber
3yHUUden3SI,Der barbarische Angriff auf Israel,Peter Weber,UC1qFtRUgiodtHFWRs3RY1lg,2023-11-23 18:00:03,0 days 00:16:19,744.0,119.0,,2023-11,False,right,high,116000.0,0.006413793103448276,True,0.0063933122590799805
BIae_hfit0w,Krieg in Israel und die deutsche Scheinheiligkeit - Jubel über ermordete Israelis in Berlin,Peter Weber,UC1qFtRUgiodtHFWRs3RY1lg,2023-11-04 07:00:03,0 days 00:16:13,1591.0,255.0,,2023-11,False,right,high,116000.0,0.01371551724137931,True,0.013622310817300276
Lgy4D5PY-Uc,Talk im Hangar-7 – Krieg in Israel: Zerreißprobe für unsere Werte? #shorts,ServusTV On,UC-7qscJH_SncZvCm9Ty014Q,2023-11-03 17:14:03,0 days 00:00:22,7908.0,117.0,2.0,2023-11,True,right,moderate,389000.0,0.02032904884318766,True,0.020125172178072116
TOz9XqqKibo,Talk im Hangar-7: Krieg in Israel - Zerreißprobe für unsere Werte? | Kurzfassung,ServusTV On,UC-7qscJH_SncZvCm9Ty014Q,2023-11-03 14:30:22,0 days 00:21:10,57781.0,649.0,501.0,2023-11,False,right,moderate,389000.0,0.14853727506426737,True,0.13848919805288554
MoPYqgyxGg4,Talk im Hangar-7: Israel im Krieg – Versinkt die Welt im Terror? | Kurzfassung,ServusTV On,UC-7qscJH_SncZvCm9Ty014Q,2023-10-13 12:30:04,0 days 00:18:33,315267.0,4008.0,2782.0,2023-10,False,right,moderate,389000.0,0.8104550128534704,True,0.5935782020018205
fWhUMNej9no,ZDF löscht heikle Szene aus BAERBOCK Israel Interview!!,Oli redet,UCXpvI8jeu166he5e_Emo2ig,2023-10-12 21:50:01,0 days 00:08:23,21672.0,2430.0,355.0,2023-10,False,right,moderate,141000.0,0.15370212765957447,True,0.14297601315463693
rDq5lRFWws4,Straffällige Islamisten konsequent abschieben! #gaza #islam #hamas #deutschland,AfD-Fraktion Bundestag,UC_dZp8bZipnjntBGLVHm6rw,2023-11-07 10:19:12,0 days 00:00:48,14089.0,2835.0,186.0,2023-11,True,right,high,621000.0,0.022687600644122383,True,0.02243406461838586
w2Lvyi5Nr8c,Keine Unterstützung für palästinische Terrororganisationen! Gerold Otten- AfD-Fraktion im Bundestag,AfD-Fraktion Bundestag,UC_dZp8bZipnjntBGLVHm6rw,2023-10-21 07:00:32,0 days 00:04:22,9435.0,1642.0,93.0,2023-10,False,right,high,621000.0,0.015193236714975845,True,0.015078975373564067
AIOZVoEkh_c,Hamas auf unseren Straßen: Dieser Islam gehört nicht zu 🇩🇪! Jürgen Braun- AfD-Fraktion im Bundestag,AfD-Fraktion Bundestag,UC_dZp8bZipnjntBGLVHm6rw,2023-10-12 12:00:13,0 days 00:03:41,54039.0,5408.0,506.0,2023-10,False,right,high,621000.0,0.08701932367149759,True,0.08343938504775733
fuiDd7yPkMM,Hamas-Terror: Matthias Moosdorf kritisiert die Heuchelei der SPD - AfD-Fraktion im Bundestag,AfD-Fraktion Bundestag,UC_dZp8bZipnjntBGLVHm6rw,2023-10-12 10:33:55,0 days 00:03:36,192605.0,12339.0,743.0,2023-10,False,right,high,621000.0,0.31015297906602257,True,0.27014390830804486
HjAlsENa1LI,Alexander Gauland zur Lage im Nahen Osten! - AfD-Fraktion im Bundestag,AfD-Fraktion Bundestag,UC_dZp8bZipnjntBGLVHm6rw,2023-10-12 08:36:01,0 days 00:04:44,260828.0,16646.0,1447.0,2023-10,False,right,high,621000.0,0.42001288244766505,True,0.3506659437182607
Z5zuUCHunBo,Der barbarische Angriff auf Israel,Hallo Meinung,UCbanHTRuGv2Fi7flpO735yw,2023-11-23 18:00:18,0 days 00:16:19,3494.0,468.0,,2023-11,False,right,high,173000.0,0.020196531791907515,True,0.019995286963474416
7wf-J1SC5dc,Krieg in Israel und die deutsche Scheinheiligkeit - Jubel über ermordete Israelis in Berlin,Hallo Meinung,UCbanHTRuGv2Fi7flpO735yw,2023-11-04 07:00:03,0 days 00:16:13,6416.0,1023.0,,2023-11,False,right,high,173000.0,0.03708670520231214,True,0.03641553732620894
z0OVuL3-l4E,Krieg in Israel: 300 Euro für ein Rettungsticket nach Deutschland | Klartext,POLITIK SPEZIAL - Stimme der Vernunft ,UCi5RJM_p1NajcGdBQfjyU4A,2023-10-12 12:47:53,0 days 00:04:39,30259.0,5658.0,1100.0,2023-10,False,right,high,323000.0,0.09368111455108359,True,0.08954917572443538
lHRjE0SzMFI,Israel : Waffenstillstand mindestens um einen Tag verlängert,FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-11-30 08:21:37,0 days 00:05:45,779.0,41.0,1.0,2023-11,False,right,moderate,105000.0,0.007419047619047619,True,0.00739166185271717
MhVVZxNtdhY,Neue Informationen von der Israel-Hamas...,FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-11-06 08:11:02,0 days 00:04:17,2924.0,152.0,0.0,2023-11,False,right,moderate,105000.0,0.027847619047619048,True,0.027466925547322208
HfgKjGSigGE,"Israel-Krieg: Aktienmärkte wachen auf, Gold und Öl mit starkem Anstieg! Marktgeflüster",FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-10-13 18:07:18,0 days 00:13:11,26699.0,1699.0,143.0,2023-10,False,right,moderate,105000.0,0.2542761904761905,True,0.2265586655484582
QKybneKLH7k,"Israel-Krieg: Game changer für die Märkte? Born, Rahn, Fugmann",FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-10-13 17:37:31,0 days 00:32:04,15588.0,909.0,101.0,2023-10,False,right,moderate,105000.0,0.14845714285714287,True,0.1384194266972986
_qOPLUS_9XU,Fed stoppt Israel-Abverkauf der Aktienmärkte - das ist jetzt der Schlüssel! Videoausblick,FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-10-10 08:12:34,0 days 00:15:22,24447.0,1358.0,80.0,2023-10,False,right,moderate,105000.0,0.23282857142857144,True,0.20931118080044822
UHl6qo5FET0,Bullischer Dax trotz Hamas-Israel-Krieg - erst einmal,FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-10-10 07:51:39,0 days 00:10:36,850.0,48.0,1.0,2023-10,False,right,moderate,105000.0,0.008095238095238095,True,0.008062647423350791
Uq3BzymFLqI,Israel-Krieg: Tanzen die Aktienmärkte auf einem Pulverfaß? Marktgeflüster,FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-10-09 17:53:53,0 days 00:13:45,20438.0,1364.0,147.0,2023-10,False,right,moderate,105000.0,0.19464761904761904,True,0.17785126243991836
5CmKxzRNt4c,"Schwarzer Schwan Israel-Krieg: Ölpreis, Dollar, Aktienmärkte! Videausblick",FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-10-09 08:12:18,0 days 00:14:27,29692.0,1625.0,183.0,2023-10,False,right,moderate,105000.0,0.28278095238095236,True,0.24903034025527326
XgGD6xZlnmU,Experte mit interessanter Sicht auf Aktienmärkte nach Hamas-Angriff,FinanzmarktWelt.de,UCsekpwdMv9PBCOftuuKncfw,2023-10-09 07:42:26,0 days 00:12:40,2505.0,113.0,5.0,2023-10,False,right,moderate,105000.0,0.023857142857142858,True,0.02357700795646887
jgjULEeeKPE,Könnte Jerusalem die Hure Babylon sein? ➤ Lass dich nicht täuschen!,EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-11-28 14:20:09,0 days 00:22:12,7349.0,377.0,43.0,2023-11,False,right,moderate,109000.0,0.06742201834862385,True,0.0652464127250238
emKC1yYyzM0,Die Fälschung des Jahrtausends ➤ Die Protokolle gegen Israel,EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-11-27 15:04:24,0 days 00:11:50,5020.0,306.0,22.0,2023-11,False,right,moderate,109000.0,0.04605504587155963,True,0.04502598937429211
nHnTL0WHUN4,Hamas im Christentum? ➤ Jesus hat uns gewarnt!,EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-11-19 12:19:07,0 days 00:18:52,8924.0,498.0,33.0,2023-11,False,right,moderate,109000.0,0.08187155963302753,True,0.07869246693914643
tTZF2BJZxbo,Israel und die Reptiloiden ➤ David Ickes Antisemitismus | Nachtfragen [256],EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-11-10 21:58:48,0 days 02:29:41,8900.0,382.0,31.0,2023-11,False,right,moderate,109000.0,0.081651376146789,True,0.07848892531418154
-suSYFN0bIA,Pierre Vogel über Israel ➤ Hat man den Palästinensers das Land geklaut?,EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-11-05 12:19:57,0 days 00:17:07,11759.0,646.0,80.0,2023-11,False,right,moderate,109000.0,0.10788073394495414,True,0.10244894168749645
1lEm1WUJi78,"Wem gehört das Land Israel? ➤ Info, Vorschau und ein Dank aus Zypern",EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-11-04 14:08:46,0 days 00:05:25,4824.0,390.0,28.0,2023-11,False,right,moderate,109000.0,0.04425688073394495,True,0.04330551353690099
v3wSldTHrmk,Die verlorenen Stämme Israels ➤ Gefunden in Europa? | Nachtfragen [255],EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-11-03 21:46:14,0 days 02:23:50,9453.0,487.0,42.0,2023-11,False,right,moderate,109000.0,0.08672477064220184,True,0.08316837519717823
QbSjGBksAxw,Die Wahrheit über Palästina ➤ Eine tickende Endzeit-Bombe,EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-10-29 13:12:14,0 days 00:14:16,13271.0,866.0,60.0,2023-10,False,right,moderate,109000.0,0.12175229357798165,True,0.11489201051459474
p5dgslNi388,Walter Veith irrt sich gewaltig! ➤ Israels Juden und die Khasaren,EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-10-25 15:46:39,0 days 00:22:35,13056.0,403.0,115.0,2023-10,False,right,moderate,109000.0,0.11977981651376146,True,0.1131320735817573
62Es3mwUxn0,Die wahre Geschichte Israels ➤ Von Abraham bis Armageddon,EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-10-22 11:02:16,0 days 00:46:44,13497.0,636.0,52.0,2023-10,False,right,moderate,109000.0,0.1238256880733945,True,0.11673865765983966
JgwlFjuWe0M,Israels Feinde verbünden sich! ➤ Der Endzeit-Krieg mit Iran | Nachtfragen [253],EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-10-20 21:00:25,0 days 02:17:57,8427.0,318.0,20.0,2023-10,False,right,moderate,109000.0,0.0773119266055046,True,0.0744689816870494
eg33ImTnwig,Ex-Hamas-Kämpfer packt aus! ➤ Warum wechselte er die Seiten?,EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-10-17 14:01:47,0 days 00:04:55,10094.0,688.0,39.0,2023-10,False,right,moderate,109000.0,0.09260550458715597,True,0.08856521502935188
znvD8nBN9Uw,"Jerusalem ist nicht mehr das, was es mal war!",EndzeitreporterMcM ,UCi-pZ-VukgK9uzymsA0LNQA,2023-10-14 15:27:48,0 days 00:04:26,10453.0,675.0,47.0,2023-10,False,right,moderate,109000.0,0.09589908256880735,True,0.0915751063382208
v2TrpQqAGeA,Ein Angriff auf Israel ist ein Angriff auf uns alle,AfD TV,UCq2rogaxLtQFrYG3X3KYNww,2023-10-12 14:26:34,0 days 00:04:15,18842.0,1921.0,594.0,2023-10,False,right,high,372000.0,0.050650537634408604,True,0.04940953197340534
ivloYXJyNNc,EKLAT in Israel wegen Ex Merkel Sprecher Steffen SEIBERT,Oli,UCqZSdUJqd2T0oqr6BEA3ONw,2023-09-18 12:30:22,0 days 00:08:23,25584.0,3203.0,258.0,2023-09,False,right,high,314000.0,0.08147770700636943,True,0.0783283531669664
bNqTEUa47co,Kann sich Amerika den Konflikt in Israel und Ukraine überhaupt leisten? 🫢🇺🇸#israel #ukraine,GELDDRUCKER,UCscq7owVpBCr1w3LQO1aGEw,2023-11-16 18:43:41,0 days 00:00:21,13562.0,223.0,69.0,2023-11,True,right,moderate,106000.0,0.1279433962264151,True,0.12039597116643497
gG5qiDaZtio,Helmut Schmidt: Trägt Deutschland Verantwortung für Israels Sicherheit? 🇩🇪🇮🇱 #shorts #israel,GELDDRUCKER,UCscq7owVpBCr1w3LQO1aGEw,2023-10-26 16:48:28,0 days 00:00:32,471971.0,19626.0,636.0,2023-10,True,right,moderate,106000.0,4.452556603773585,True,1.6960846002912222
Cyzhuz7yJvI,Das WAHRE GESICHT der USA bei ISRAEL! 😳🇺🇸🇮🇱 #shorts #usa #israel #biden,GELDDRUCKER,UCscq7owVpBCr1w3LQO1aGEw,2023-10-20 16:33:58,0 days 00:00:12,24945.0,758.0,65.0,2023-10,True,right,moderate,106000.0,0.2353301886792453,True,0.21133829360027379
PSG7KXvDrJk,Helmut Schmidt KRITISIERT ISRAEL! 🇮🇱❌ Berechtigt? #shorts #helmutschmidt #israel #deutschland,GELDDRUCKER,UCscq7owVpBCr1w3LQO1aGEw,2023-10-18 16:18:41,0 days 00:00:37,1242062.0,66155.0,1907.0,2023-10,True,right,moderate,106000.0,11.71756603773585,True,2.5429841903677723
XjZpTeKow4k,Gregor Gysi: WER HAT DIE HAMAS GEGRÜNDET? 😳🫢 #shorts #israel #palestine #hamas,GELDDRUCKER,UCscq7owVpBCr1w3LQO1aGEw,2023-10-12 17:23:23,0 days 00:00:35,3851426.0,149727.0,4886.0,2023-10,True,right,moderate,106000.0,36.33420754716981,True,3.619909998794873
zM1s508A0ec,Deutschland und Europa: Verlierer des Nahost-Konfliktes | Ein Kommentar von Maximilian Krah (AfD),Deutschland Kurier,UCiTKi7Ahf3E2yMGpmIxSvgw,2023-11-30 13:00:59,0 days 00:01:40,4481.0,1058.0,41.0,2023-11,False,right,high,381000.0,0.011761154855643045,True,0.0116925300213305
Z4RFAsad8Bo,Anti-Deutschland-Ampel: SPD fordert noch mehr Steuergeld für Gaza & Ukraine! | Maximilian Krah,Deutschland Kurier,UCiTKi7Ahf3E2yMGpmIxSvgw,2023-11-29 14:46:48,0 days 00:02:13,4135.0,922.0,53.0,2023-11,False,right,high,381000.0,0.010853018372703412,True,0.010794547048616637
yEFaMVJ1P-0,Der Nahost-Konflikt: Eine Zerreißprobe für die „grünen“ Klima-Sektierer! | Gerald Grosz,Deutschland Kurier,UCiTKi7Ahf3E2yMGpmIxSvgw,2023-11-15 15:00:51,0 days 00:02:31,10623.0,2415.0,94.0,2023-11,False,right,high,381000.0,0.02788188976377953,True,0.027500267206345696
R4XxKM6IcBM,#Hamas: Wo bleibt die Empörung der Woke-Schickeria? | Ein Kommentar von Gerald Grosz,Deutschland Kurier,UCiTKi7Ahf3E2yMGpmIxSvgw,2023-10-27 14:23:57,0 days 00:02:54,16651.0,3927.0,233.0,2023-10,False,right,high,381000.0,0.043703412073490815,True,0.042775361047580236
HgmK9aOKYis,Nahost-Konflikt: Militante Migranten marodieren in Europa!,Deutschland Kurier,UCiTKi7Ahf3E2yMGpmIxSvgw,2023-10-22 17:08:19,0 days 00:02:50,24580.0,3330.0,939.0,2023-10,False,right,high,381000.0,0.06451443569553805,True,0.06251876626981667
30-1ylTt4L8,Palästinenser-Randale: „Fachkräfte“ außer Rand und Band! | Ein Kommentar von Gerald Grosz,Deutschland Kurier,UCiTKi7Ahf3E2yMGpmIxSvgw,2023-10-13 14:00:04,0 days 00:04:17,36877.0,6868.0,518.0,2023-10,False,right,high,381000.0,0.09679002624671916,True,0.09238775572235955
mCOrD-mjaas,"Irre: Nach Protesten durch Israel-Krieg sagt Olaf Scholz, dass Bürger für Sicherheit sorgen sollen",Deutschland Kurier,UCiTKi7Ahf3E2yMGpmIxSvgw,2023-10-12 16:30:12,0 days 00:00:47,48507.0,5321.0,347.0,2023-10,True,right,high,381000.0,0.12731496062992126,True,0.11983866418575238
j0_T8ODrXbY,Warum die AfD pro Israel ist. #afd #ltnrw,AfD-Fraktion NRW,UCeP-mETJStV6mg34dfUl6rA,2023-11-06 17:00:38,0 days 00:00:34,12292.0,781.0,115.0,2023-11,True,right,high,168000.0,0.07316666666666667,True,0.07061377932799145
Hn5lp1SG8Zk,Weitere Zahlungen an die Hamas/Gaza,Boris von Morgenstern,UC7UmWgseKK7p3NPLo7RISdg,2023-11-15 14:51:52,0 days 00:01:00,8914.0,727.0,48.0,2023-11,False,right,high,189000.0,0.047164021164021165,True,0.04608557784611747
ktuo-yYH3oI,Bosetti will nicht über Israel reden,Boris von Morgenstern,UC7UmWgseKK7p3NPLo7RISdg,2023-11-10 16:00:07,0 days 00:15:39,38715.0,4265.0,877.0,2023-11,False,right,high,189000.0,0.20484126984126985,True,0.18634783199314578
Pr5jZG5eL0I,#Nura #prosieben #antisemitismus #hamas #israel,Boris von Morgenstern,UC7UmWgseKK7p3NPLo7RISdg,2023-10-10 14:25:24,0 days 00:00:57,29920.0,1510.0,261.0,2023-10,True,right,high,189000.0,0.1583068783068783,True,0.146959351216075
_FxjhkoWoZQ,#berlin #lehrer #palästina #schüler,Boris von Morgenstern,UC7UmWgseKK7p3NPLo7RISdg,2023-10-10 14:17:19,0 days 00:01:00,75206.0,3412.0,388.0,2023-10,False,right,high,189000.0,0.3979153439153439,True,0.33498208683884306
bhY-gojvpWI,Terror in Israel & deutscher Antisemitismus,Boris von Morgenstern,UC7UmWgseKK7p3NPLo7RISdg,2023-10-08 14:36:05,0 days 00:12:20,26889.0,2970.0,630.0,2023-10,False,right,high,189000.0,0.14226984126984127,True,0.133017371649485
2mBIzFmeN2s,Krieg in Israel wirft Fragen auf! (Insiderin berichtet),Marc Friedrich,UCSiFC1DCXr3p1YDzyu9rogA,2023-10-11 08:00:01,0 days 00:00:59,20025.0,1193.0,72.0,2023-10,True,right,high,718000.0,0.027889972144846797,True,0.02750813031724537
Xfz9gFr3BtU,Mossad und Armee versagen! Wie konnte das passieren? (False Flag),Marc Friedrich,UCSiFC1DCXr3p1YDzyu9rogA,2023-10-10 17:00:21,0 days 00:12:30,102176.0,6970.0,949.0,2023-10,False,right,high,718000.0,0.14230640668523678,True,0.13304938232580307
VilMGJdSt6o,Krieg in Israel - Insiderin berichtet exklusiv,Marc Friedrich,UCSiFC1DCXr3p1YDzyu9rogA,2023-10-09 19:38:38,0 days 00:25:58,149786.0,7178.0,948.0,2023-10,False,right,high,718000.0,0.20861559888579387,True,0.1894755714364105
ecB-ztv7lpQ,News: Hamas greifen Israel an!,Marc Friedrich,UCSiFC1DCXr3p1YDzyu9rogA,2023-10-07 14:00:32,0 days 00:00:49,40088.0,3664.0,261.0,2023-10,True,right,high,718000.0,0.055832869080779945,True,0.05432990484245342
yLAy7ipdjUg,Unfassbare Gräueltaten #achtungreichelt.#israel #hamas,"Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-11-13 11:30:24,0 days 00:00:56,26258.0,1017.0,182.0,2023-11,True,right,high,562000.0,0.04672241992882562,True,0.04566377728131475
k0uCWGOIdFI,Entführt von der Hamas,"Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-11-13 10:58:11,0 days 00:00:56,12937.0,595.0,39.0,2023-11,True,right,high,562000.0,0.023019572953736654,True,0.02275861968356117
eR3_CqDP064,Die geheime Hamas-Verstrickung,"Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-10-31 13:40:15,0 days 00:00:58,56442.0,5035.0,208.0,2023-10,True,right,high,562000.0,0.1004306049822064,True,0.09570156227894426
m9yK1YJLs9c,Hamas-FC Bayern-Deal #achtungreichelt #fcbayern,"Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-10-31 12:29:05,0 days 00:00:45,25548.0,2748.0,68.0,2023-10,True,right,high,562000.0,0.045459074733096086,True,0.04445609491484548
tMgXprdBJ9k,Links-Grüne ideologisieren Judenhass  #achtungreichelt #stimmedermehrheit #juden #israel #palestine,"Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-10-18 08:46:37,0 days 00:00:33,28157.0,3533.0,115.0,2023-10,True,right,high,562000.0,0.05010142348754448,True,0.04888675330221293
1v1mCvEUD1g,Anti-Israelische Hassparade in London #achtungreichelt #stimmedermehrheit #israel #palestine,"Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-10-17 11:12:28,0 days 00:01:00,25662.0,2538.0,149.0,2023-10,False,right,high,562000.0,0.04566192170818505,True,0.044650102794896826
DmoamxkhoMU,Steinmeier hofierte Juden-Hasser  #achtungreichelt #stimmedermehrheit #politik #israel,"Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-10-11 12:02:59,0 days 00:00:57,38117.0,4262.0,260.0,2023-10,True,right,high,562000.0,0.0678238434163701,True,0.06562278631242656
UD3lVp2zpvE,Massaker in Israel #achtungreichelt #nius #stimmedermehrheit #progrom #genozid #antisemitismus,"Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-10-09 17:46:45,0 days 00:00:56,25308.0,2357.0,265.0,2023-10,True,right,high,562000.0,0.04503202846975089,True,0.044047534200445694
IRXHch-SP74,"Tagesschau und Steinmeier: Die besten Freunde der Israel-Hasser | Achtung, Reichelt! vom 9. Oktober","Achtung, Reichelt!",UCcoQ3WG2J_Xjwwyt-sJqh-w,2023-10-09 14:59:00,0 days 00:22:27,476260.0,26016.0,4604.0,2023-10,False,right,high,562000.0,0.8474377224199289,True,0.6137996641624088
qYrnCfPHtLA,"""Keine Aufnahme von Migranten aus Gaza & dem Nahen Osten!"" - Alice Weidel #shorts",Alice Weidel,UCT0wo1uc6G3UTuM_MiacA9g,2023-10-17 13:58:47,0 days 00:00:28,121073.0,10305.0,699.0,2023-10,True,right,high,307000.0,0.3943745928338762,True,0.33244599419843257
oj8_LrSK6a0,„Geiselaustausch“: ARD vergleicht Hamas-Terroristen mit gekidnappten Babys #nius,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-11-27 10:07:35,0 days 00:00:19,3634.0,154.0,13.0,2023-11,True,right,high,532000.0,0.006830827067669173,True,0.0068076026697011256
FZmAbgb9YlY,Großrazzia in 4 Bundesländern – Schlag gegen Islamisten Netzwerk #nius #news #hamas #antisemitismus,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-11-23 15:26:14,0 days 00:00:59,6635.0,534.0,37.0,2023-11,True,right,high,532000.0,0.012471804511278195,True,0.012394672214542766
f6C6M-oYSHQ,Hamas-Angriff auf Israel – Auf den Spuren unsäglicher Taten,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-11-09 18:35:00,0 days 00:02:58,5697.0,360.0,121.0,2023-11,False,right,high,532000.0,0.010708646616541353,True,0.010651715139100513
aBdzpjhXCGU,Netanjahu-Berater kündigt Jagd auf Hamas-Führung in Katar an!,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-11-08 12:00:56,0 days 00:18:35,4272.0,481.0,86.0,2023-11,False,right,high,532000.0,0.008030075187969925,True,0.007998005700079391
hhB3W36O-UY,Terror-Überfall auf Israel: Überlebende erzählen ihre Geschichte | NIUS Original,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-11-07 18:03:00,0 days 00:11:48,11398.0,646.0,254.0,2023-11,False,right,high,532000.0,0.021424812030075187,True,0.021198527113833496
RRVvUcLBn7k,In den Trümmern von Kibbuz Nir Oz #nius #israel #hamas #morgengrauen,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-11-07 11:27:00,0 days 00:01:00,3068.0,68.0,25.0,2023-11,False,right,high,532000.0,0.005766917293233083,True,0.005750352281223511
UaAYCrFpStE,Tödliche Waffen liegen neben Kinderspielzeug #nius #israel #hamas #morgengrauen,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-11-06 19:43:55,0 days 00:01:00,3677.0,136.0,23.0,2023-11,False,right,high,532000.0,0.006911654135338346,True,0.006887878145306421
C4wbvrjySos,MORGENGRAUEN – Der Terror-Überfall auf Israel vom 7. Oktober | NIUS Original,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-11-06 16:36:36,0 days 00:01:28,6280.0,411.0,169.0,2023-11,False,right,high,532000.0,0.01180451127819549,True,0.011735381531696273
1b0AyT16svc,Israelischer Schauspieler berichtet: „Hamas-Bestien haben meine Schwägerin entführt!“,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-10-16 11:24:12,0 days 00:07:36,13237.0,640.0,252.0,2023-10,False,right,high,532000.0,0.02488157894736842,True,0.024577073181676363
AALMgYG-I-w,Michael hat den Hamas-Terror auf dem Festival überlebt. Das ist seine Geschichte | NIUS Original,NIUS,UCQGqiGhMjc_p4lZEhSTb12g,2023-10-12 16:03:00,0 days 00:22:58,332477.0,10592.0,3160.0,2023-10,False,right,high,532000.0,0.6249567669172932,True,0.4854812104538088
yZKe_JwPPTI,Israel: Geiseln freigelassen  - TE Wecker am 27 11 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-11-27 00:03:31,0 days 00:13:13,26617.0,3470.0,159.0,2023-11,False,right,high,343000.0,0.07760058309037901,True,0.07473688721481642
qOS353Z3eGk,Israel: Geiseln im Gegenzug für Waffenruhe? - TE Wecker am 18 11 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-11-18 00:00:23,0 days 00:10:57,19660.0,2124.0,66.0,2023-11,False,right,high,343000.0,0.05731778425655977,True,0.05573530905993963
s_K-F0Ymobs,Geld für Terror - Bundesregierung schickt noch mehr Geld nach Gaza | Thunberg und der Antisemitismus,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-11-13 18:55:37,0 days 00:01:00,6718.0,975.0,35.0,2023-11,False,right,high,343000.0,0.01958600583090379,True,0.01939666826959464
aa17fiiI-4w,Hamas-Anhänger dominieren die Straßen Berlins - Bericht von der Demonstration | Tichys Einblick,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-11-04 22:47:39,0 days 00:16:44,48080.0,3148.0,924.0,2023-11,False,right,high,343000.0,0.14017492711370264,True,0.13118169547153058
OyCefUYfz58,Papiertiger: Faeser will Hamas verbieten - TE Wecker am 03 11 2023,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-11-03 02:12:20,0 days 00:12:36,29537.0,3748.0,153.0,2023-11,False,right,high,343000.0,0.0861137026239067,True,0.08260591457995022
R6P0Llg9R3U,Handlungsunfähig: 450 Hamas-Mitglieder in Deutschland - die Bürokratie erstickt an sich selbst,Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-11-01 19:11:52,0 days 00:01:00,7670.0,1247.0,29.0,2023-11,False,right,high,343000.0,0.022361516034985422,True,0.0221151631218487
ikwQ12ua6qg,"Elf deutsche Irrtümer über Israel, Nahost und den Islam - TE Wecker am 01 11 2023",Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-11-01 00:00:22,0 days 00:28:53,40386.0,4195.0,610.0,2023-11,False,right,high,343000.0,0.11774344023323616,True,0.11131186739027311
d6RdOSm0dRo,"Staatsversagen: Die vergessenen deutschen Geiseln der Hamas - ""Wir müssen wieder wehrhaft werden""",Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,2023-10-31 21:22:02,0 days 00:01:00,8505.0,1408.0,41.0,2023-10,False,right,high,343000.0,0.024795918367346938,True,0.024493488734675724
